,date,schedule_id,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_TIME,ARRIVAL_TIME
116017,2023-01-8,11038,EWR,IND,12:03,14:13
116024,2023-01-8,11039,RDU,IAH,11:26,13:23
116030,2023-01-8,11040,MLI,ATL,11:21,13:57
116040,2023-01-8,11041,ILM,ATL,11:20,12:48
116097,2023-01-8,11042,DFW,LAW,11:24,12:09
116098,2023-01-8,11043,DFW,TYS,11:29,14:33
116099,2023-01-8,11044,IAH,BRO,11:30,12:47
116100,2023-01-8,11045,ORD,BNA,11:36,13:05
116101,2023-01-8,11046,ATL,AVL,11:26,12:10
116103,2023-01-8,11047,DAL,IAH,11:23,12:21
116127,2023-01-8,11048,IAH,ELP,11:27,12:29
116128,2023-01-8,11049,MSP,FAR,11:31,13:22
116136,2023-01-8,11050,IAH,LRD,11:29,12:35
116137,2023-01-8,11051,LEX,ATL,11:40,13:00
116138,2023-01-8,11052,MLU,ATL,11:37,14:08
116139,2023-01-8,11053,CSG,ATL,11:27,12:00
116140,2023-01-8,11054,IAH,HRL,11:35,12:44
116149,2023-01-8,11055,ORD,SDF,11:46,13:54
116208,2023-01-8,11056,IAH,MCI,11:32,13:27
116209,2023-01-8,11057,IAH,CLL,11:28,12:16
116210,2023-01-8,11058,FSM,ATL,11:25,13:57
116211,2023-01-8,11059,MYR,ATL,11:30,12:54
116212,2023-01-8,11060,LGA,MHT,12:29,13:31
116229,2023-01-8,11061,CLE,BOS,11:44,13:20
116239,2023-01-8,11062,BHM,IAH,11:25,13:26
116240,2023-01-8,11063,PNS,IAH,11:28,13:04
116246,2023-01-8,11064,MSP,IAH,11:34,14:44
116284,2023-01-8,11065,ELP,IAH,11:31,14:20
116285,2023-01-8,11066,CLE,LGA,11:59,13:38
116292,2023-01-8,11067,DTW,EWR,11:34,13:19
116293,2023-01-8,11068,ATL,PHF,13:07,14:33
116294,2023-01-8,11069,XNA,DEN,11:30,12:37
116353,2023-01-8,11070,IAH,TYR,11:38,12:34
116354,2023-01-8,11071,IAH,MTJ,11:34,13:23
116356,2023-01-8,11072,ATL,AGS,13:01,13:50
116357,2023-01-8,11073,ATL,TRI,11:42,12:33
116358,2023-01-8,11074,DEN,SAF,11:54,13:00
116377,2023-01-8,11075,ELM,DTW,11:42,13:02
116381,2023-01-8,11076,OMA,EWR,11:41,15:27
116385,2023-01-8,11077,AEX,IAH,11:37,12:29
116432,2023-01-8,11078,MDT,DTW,14:08,15:36
116433,2023-01-8,11079,ABY,ATL,11:45,12:45
116436,2023-01-8,11080,OMA,DEN,11:52,12:27
116450,2023-01-8,11081,MOB,ATL,11:46,13:49
116457,2023-01-8,11082,CVG,IAH,11:51,13:31
116458,2023-01-8,11083,EWR,ORF,12:04,13:08
116500,2023-01-8,11084,DFW,LIT,12:01,13:12
116501,2023-01-8,11085,ORD,FSD,12:09,14:13
116502,2023-01-8,11086,ATL,MGM,12:04,11:52
116503,2023-01-8,11087,GSP,ATL,11:51,12:47
116513,2023-01-8,11088,ABE,ATL,11:54,13:58
116534,2023-01-8,11089,JAN,IAH,11:52,13:01
116611,2023-01-8,11090,EWR,DTW,12:00,13:54
116612,2023-01-8,11091,HPN,ORD,11:49,13:29
116613,2023-01-8,11092,ERI,DTW,13:13,14:26
116614,2023-01-8,11093,DTW,ATW,12:17,12:44
116615,2023-01-8,11094,ORD,CID,11:58,13:04
116616,2023-01-8,11095,ORD,MLI,12:01,13:02
116632,2023-01-8,11096,MOB,DFW,11:58,14:30
116646,2023-01-8,11097,ORD,ICT,12:22,14:15
116703,2023-01-8,11098,ATL,ILM,12:02,13:15
116704,2023-01-8,11099,DTW,MCI,12:06,13:03
116705,2023-01-8,11100,LGA,CLT,12:27,14:11
116706,2023-01-8,11101,ORD,FAR,12:03,14:10
116707,2023-01-8,11102,ORD,MCI,12:29,14:11
116717,2023-01-8,11103,ATL,OAJ,12:05,13:23
116718,2023-01-8,11104,DTW,MDW,12:15,12:28
116765,2023-01-8,11105,EWR,CLT,12:03,13:49
116767,2023-01-8,11106,ATL,AEX,13:32,14:12
116768,2023-01-8,11107,ATL,CRW,12:06,13:18
116769,2023-01-8,11108,ORD,MEM,12:06,13:52
116770,2023-01-8,11109,ORD,LNK,12:11,13:47
116784,2023-01-8,11110,HOB,IAH,11:59,14:38
116787,2023-01-8,11111,GPT,IAH,12:10,13:28
116840,2023-01-8,11112,RIC,BOS,12:04,13:28
116845,2023-01-8,11113,IAD,SAV,12:13,14:03
116850,2023-01-8,11114,ATL,ROA,12:13,13:30
116851,2023-01-8,11115,MGM,ATL,12:15,14:27
116865,2023-01-8,11116,ATL,FAY,12:17,13:19
116902,2023-01-8,11117,SHV,DFW,12:13,13:15
116903,2023-01-8,11118,FAY,ATL,12:10,13:39
116904,2023-01-8,11119,ATL,LEX,12:18,13:29
116919,2023-01-8,11120,ATL,GSO,12:16,13:23
116924,2023-01-8,11121,BWI,ORD,12:17,13:31
116929,2023-01-8,11122,JAX,DTW,16:48,19:16
116961,2023-01-8,11123,CHO,ATL,12:11,13:54
116976,2023-01-8,11124,CLE,LGA,12:23,13:49
116977,2023-01-8,11125,BTV,DTW,13:53,15:35
116984,2023-01-8,11126,MCI,ORD,12:20,14:21
116988,2023-01-8,11127,IAD,ROC,12:31,13:41
116989,2023-01-8,11128,TUL,ORD,12:18,14:16
117042,2023-01-8,11129,ATL,MOB,12:27,12:34
117043,2023-01-8,11130,HPN,ATL,12:21,14:33
117044,2023-01-8,11131,MDW,DTW,12:30,14:30
117045,2023-01-8,11132,GRK,ATL,12:19,15:23
117046,2023-01-8,11133,BDL,DTW,12:26,14:24
117047,2023-01-8,11134,DTW,IAH,12:47,14:36
117048,2023-01-8,11135,DEN,MOT,12:28,15:17
117049,2023-01-8,11136,IAD,GSO,12:28,13:38
117068,2023-01-8,11137,IAD,BUF,13:20,14:32
117069,2023-01-8,11138,IAD,CAE,12:45,14:03
117070,2023-01-8,11139,IAD,LGA,12:33,14:04
117071,2023-01-8,11140,ELP,DEN,12:16,14:21
117077,2023-01-8,11141,IAD,BDL,12:40,14:00
117080,2023-01-8,11142,SDF,EWR,12:31,14:29
117086,2023-01-8,11143,IAD,PVD,13:46,14:59
117087,2023-01-8,11144,IAD,EWR,12:33,14:13
117123,2023-01-8,11145,DFW,CRP,12:45,14:05
117124,2023-01-8,11146,EWR,DTW,12:25,14:10
117125,2023-01-8,11147,GSO,DTW,12:33,14:12
117126,2023-01-8,11148,DEN,SGF,12:34,15:10
117143,2023-01-8,11149,CLT,EWR,12:34,14:17
117153,2023-01-8,11150,IAD,CMH,12:37,13:55
117200,2023-01-8,11151,CHS,LGA,12:51,15:00
117201,2023-01-8,11152,HPN,DTW,12:25,14:20
117208,2023-01-8,11153,GJT,DEN,12:32,13:32
117227,2023-01-8,11154,CLE,DCA,12:32,13:53
117228,2023-01-8,11155,IND,EWR,12:33,14:29
117229,2023-01-8,11156,ATL,HPN,13:38,15:48
117284,2023-01-8,11157,LAW,DFW,12:36,13:34
117286,2023-01-8,11158,MEM,IAH,12:37,14:16
117287,2023-01-8,11159,AVL,ATL,12:36,13:20
117300,2023-01-8,11160,ROC,EWR,14:03,15:07
117306,2023-01-8,11161,MCI,IAH,12:38,14:53
117314,2023-01-8,11162,BQK,ATL,12:44,13:46
117358,2023-01-8,11163,IAH,MFE,12:49,14:00
117359,2023-01-8,11164,DFW,MEI,12:42,14:14
117360,2023-01-8,11165,IAH,JAN,12:54,14:16
117362,2023-01-8,11166,XNA,IAH,12:46,14:17
117363,2023-01-8,11167,IAH,VPS,12:48,14:11
117364,2023-01-8,11168,IAH,BTR,12:46,13:40
117365,2023-01-8,11169,IAH,RIC,12:51,16:45
117366,2023-01-8,11170,LGA,CVG,12:47,14:42
117367,2023-01-8,11171,GSO,ATL,13:24,14:41
117368,2023-01-8,11172,IAD,PIT,12:41,13:35
117381,2023-01-8,11173,IAH,ICT,12:45,14:34
117382,2023-01-8,11174,XNA,ATL,13:19,15:58
117386,2023-01-8,11175,CLL,IAH,12:46,13:21
117387,2023-01-8,11176,IAH,DFW,12:48,13:49
117396,2023-01-8,11177,LFT,IAH,12:48,13:50
117397,2023-01-8,11178,ABE,DTW,13:10,14:49
117398,2023-01-8,11179,GRK,IAH,12:44,13:36
117402,2023-01-8,11180,IAH,TYS,12:53,15:44
117433,2023-01-8,11181,DFW,CRW,13:44,17:02
117434,2023-01-8,11182,ATL,AVL,12:52,13:37
117452,2023-01-8,11183,DIK,DEN,13:06,14:57
117453,2023-01-8,11184,IAH,CRW,12:54,16:06
117463,2023-01-8,11185,IAH,LCH,12:52,13:50
117472,2023-01-8,11186,BRO,DFW,12:48,14:20
117474,2023-01-8,11187,IAH,MAF,12:49,14:23
117475,2023-01-8,11188,CRP,IAH,12:53,13:53
117481,2023-01-8,11189,EWR,STL,13:16,15:12
117482,2023-01-8,11190,MDW,MSP,14:36,16:28
117483,2023-01-8,11191,GNV,ATL,12:52,14:17
117484,2023-01-8,11192,ATL,SGF,12:57,13:57
117557,2023-01-8,11193,EWR,BNA,12:55,14:29
117558,2023-01-8,11194,EWR,PIT,13:00,14:39
117559,2023-01-8,11195,IAH,LEX,12:55,16:00
117560,2023-01-8,11196,LEX,DTW,12:57,14:06
117561,2023-01-8,11197,ATL,SHV,12:58,13:57
117562,2023-01-8,11198,ATL,MLU,12:56,13:19
117575,2023-01-8,11199,IAH,LIT,12:58,14:17
117576,2023-01-8,11200,IAH,OKC,12:56,14:22
117595,2023-01-8,11201,IAH,STL,12:54,14:59
117596,2023-01-8,11202,IAH,XNA,13:00,14:36
117597,2023-01-8,11203,IAH,JAX,12:59,15:58
117598,2023-01-8,11204,IAH,MSP,13:01,16:16
117599,2023-01-8,11205,IAH,TUL,12:56,14:38
117645,2023-01-8,11206,MKE,CLE,13:11,15:45
117646,2023-01-8,11207,ATW,DTW,13:02,15:32
117647,2023-01-8,11208,CAE,ATL,12:59,14:07
117648,2023-01-8,11209,ATL,MYR,13:02,14:08
117649,2023-01-8,11210,IAH,SAV,13:13,16:19
117677,2023-01-8,11211,SAV,EWR,13:04,15:14
117678,2023-01-8,11212,LGA,CLE,12:59,14:39
117734,2023-01-8,11213,EWR,GSO,13:10,14:55
117735,2023-01-8,11214,ORD,LEX,13:40,16:40
117737,2023-01-8,11215,AGS,ATL,14:15,15:38
117738,2023-01-8,11216,TRI,ATL,12:59,14:10
117739,2023-01-8,11217,ATL,MGM,13:13,13:01
117740,2023-01-8,11218,MSP,RST,14:23,15:57
117741,2023-01-8,11219,ORD,PIA,16:57,17:47
117744,2023-01-8,11220,ORD,MSN,16:29,17:32
117765,2023-01-8,11221,DEN,XNA,13:03,15:35
117772,2023-01-8,11222,IAH,CMH,13:03,17:09
117773,2023-01-8,11223,IAH,ELP,13:06,14:04
117774,2023-01-8,11224,CHS,EWR,13:06,15:07
117834,2023-01-8,11225,ORD,ERI,13:57,16:49
117836,2023-01-8,11226,ORD,CVG,15:48,18:35
117837,2023-01-8,11227,ORD,CAE,16:14,19:12
117839,2023-01-8,11228,IAH,DAL,13:06,14:13
117840,2023-01-8,11229,MOB,ORD,13:10,16:08
117842,2023-01-8,11230,DAL,IAH,13:13,14:14
117862,2023-01-8,11231,TUL,IAH,13:03,14:25
117863,2023-01-8,11232,FAR,MSP,16:01,17:31
117871,2023-01-8,11233,BIS,MSP,14:20,15:48
117917,2023-01-8,11234,DFW,TYS,15:23,18:34
117918,2023-01-8,11235,ORD,ORF,16:08,19:13
117919,2023-01-8,11236,ORD,FNT,14:16,16:15
117921,2023-01-8,11237,MHT,LGA,14:00,15:30
117923,2023-01-8,11238,ORD,GSP,14:10,16:59
117932,2023-01-8,11239,IAH,LFT,13:11,14:00
117936,2023-01-8,11240,ABQ,IAH,13:08,16:06
117937,2023-01-8,11241,DEN,OKC,13:16,15:38
117944,2023-01-8,11242,MOB,ATL,13:17,15:25
117953,2023-01-8,11243,AEX,ATL,14:34,16:52
117960,2023-01-8,11244,DEN,COS,13:28,14:05
117961,2023-01-8,11245,IAH,MLU,13:17,14:30
117995,2023-01-8,11246,ORD,PVD,14:24,17:31
117999,2023-01-8,11247,MLI,ORD,13:35,17:03
118004,2023-01-8,11248,BRO,IAH,13:14,14:31
118006,2023-01-8,11249,HRL,IAH,13:16,14:23
118010,2023-01-8,11250,MAF,IAH,13:38,15:01
118016,2023-01-8,11251,IAH,SDF,13:19,16:34
118080,2023-01-8,11252,LIT,DFW,13:44,15:28
118082,2023-01-8,11253,IAH,GPT,13:57,15:08
118083,2023-01-8,11254,ELP,IAH,13:15,16:03
118084,2023-01-8,11255,LGA,BHM,15:11,16:59
118095,2023-01-8,11256,DAY,EWR,13:21,15:01
118096,2023-01-8,11257,IAH,CAE,13:23,16:25
118097,2023-01-8,11258,DTW,ORD,17:27,18:28
118111,2023-01-8,11259,EWR,MHT,13:28,14:28
118160,2023-01-8,11260,DFW,LCH,13:52,14:55
118161,2023-01-8,11261,SAF,DEN,13:25,14:31
118162,2023-01-8,11262,EWR,CVG,13:42,15:43
118170,2023-01-8,11263,ISN,DEN,13:58,14:51
118171,2023-01-8,11264,ORD,ELM,15:57,19:40
118175,2023-01-8,11265,TYR,IAH,13:33,14:29
118176,2023-01-8,11266,ATL,LEX,13:44,14:46
118188,2023-01-8,11267,ATL,DHN,13:36,13:17
118189,2023-01-8,11268,ATL,GNV,14:12,15:12
118190,2023-01-8,11269,MGM,ATL,13:27,15:13
118191,2023-01-8,11270,ATL,RST,13:33,15:02
118242,2023-01-8,11271,ORD,HPN,15:00,18:00
118243,2023-01-8,11272,LRD,IAH,13:33,14:46
118267,2023-01-8,11273,ORF,EWR,13:43,15:16
118268,2023-01-8,11274,PHF,ATL,14:57,16:54
118276,2023-01-8,11275,ATL,ABE,13:38,15:33
118334,2023-01-8,11276,DTW,MSN,13:45,14:00
118335,2023-01-8,11277,ORD,BNA,16:27,18:12
118356,2023-01-8,11278,ILM,ATL,13:40,15:09
118411,2023-01-8,11279,CID,ORD,15:50,17:28
118412,2023-01-8,11280,EWR,IND,13:52,16:09
118413,2023-01-8,11281,TUS,IAH,14:11,17:30
118414,2023-01-8,11282,OAJ,ATL,13:49,15:29
118415,2023-01-8,11283,DTW,ELM,13:46,14:55
118416,2023-01-8,11284,ATL,BTR,16:04,16:32
118417,2023-01-8,11285,SHV,IAH,13:37,14:27
118438,2023-01-8,11286,ATL,PHF,13:47,15:23
118439,2023-01-8,11287,DTW,TUL,14:02,15:27
118452,2023-01-8,11288,BOS,CLE,13:54,15:56
118453,2023-01-8,11289,ATL,AGS,13:51,14:40
118504,2023-01-8,11290,ATL,TLH,15:38,16:40
118505,2023-01-8,11291,DTW,SAT,14:03,16:33
118519,2023-01-8,11292,CLE,LGA,13:45,15:43
118520,2023-01-8,11293,DTW,LIT,13:59,15:21
118547,2023-01-8,11294,MCI,DTW,13:57,16:40
118548,2023-01-8,11295,LGA,BNA,14:11,15:29
118607,2023-01-8,11296,DFW,LFT,14:14,15:29
118608,2023-01-8,11297,LBB,DEN,13:54,14:27
118609,2023-01-8,11298,ROA,ATL,13:56,15:28
118610,2023-01-8,11299,CRW,ATL,13:53,15:13
118628,2023-01-8,11300,EWR,MEM,14:13,16:10
118629,2023-01-8,11301,FAY,ATL,13:54,15:18
118630,2023-01-8,11302,DTW,BDL,14:09,15:37
118634,2023-01-8,11303,MLU,ATL,13:56,16:14
118635,2023-01-8,11304,LEX,ATL,14:02,15:26
118636,2023-01-8,11305,DTW,GRR,14:00,14:42
118637,2023-01-8,11306,MSP,EWR,18:27,22:31
118649,2023-01-8,11307,DHN,ATL,14:00,15:47
118691,2023-01-8,11308,DTW,HSV,14:03,14:40
118696,2023-01-8,11309,DTW,ERI,14:59,15:43
118712,2023-01-8,11310,JAX,EWR,14:12,16:45
118713,2023-01-8,11311,DTW,PVD,14:00,15:32
118714,2023-01-8,11312,LFT,IAH,13:53,14:59
118715,2023-01-8,11313,GSO,ATL,14:06,15:40
118751,2023-01-8,11314,DTW,BHM,14:51,15:36
118752,2023-01-8,11315,DTW,PIT,14:18,15:17
118775,2023-01-8,11316,EWR,MSN,14:06,15:46
118780,2023-01-8,11317,IND,EWR,14:42,16:32
118815,2023-01-8,11318,DFW,FSD,14:12,16:20
118816,2023-01-8,11319,MCI,IAH,15:47,17:49
118817,2023-01-8,11320,ORD,CVG,16:49,19:00
118818,2023-01-8,11321,DTW,BTV,16:14,18:07
118819,2023-01-8,11322,DTW,RIC,14:36,16:05
118831,2023-01-8,11323,CRP,DFW,14:26,15:46
118832,2023-01-8,11324,DTW,HPN,14:49,16:19
118839,2023-01-8,11325,LCH,IAH,14:14,15:05
118840,2023-01-8,11326,SHV,ATL,14:25,16:48
118841,2023-01-8,11327,AVL,ATL,14:10,15:25
118849,2023-01-8,11328,CVG,EWR,14:13,16:00
118850,2023-01-8,11329,DEN,DRO,14:18,15:30
118895,2023-01-8,11330,BTR,IAH,14:15,15:15
118896,2023-01-8,11331,SGF,ATL,14:20,17:04
118900,2023-01-8,11332,BDL,MSP,15:06,17:16
118904,2023-01-8,11333,MCI,LGA,14:29,18:26
118911,2023-01-8,11334,DEN,CLE,14:21,18:57
118954,2023-01-8,11335,SDF,IAD,14:21,16:03
118979,2023-01-8,11336,BDL,IAD,14:26,15:53
118980,2023-01-8,11337,PVD,IAD,15:25,16:43
118987,2023-01-8,11338,MCI,EWR,14:28,18:08
118988,2023-01-8,11339,GSO,IAD,14:25,15:39
119036,2023-01-8,11340,IAH,AMA,14:33,16:21
119037,2023-01-8,11341,LGA,CLE,14:21,15:53
119038,2023-01-8,11342,IAH,OMA,14:59,17:04
119039,2023-01-8,11343,IAH,LRD,14:30,15:38
119040,2023-01-8,11344,BOS,RIC,14:24,16:10
119041,2023-01-8,11345,ATL,CHO,14:25,15:42
119042,2023-01-8,11346,SAV,IAD,14:28,16:24
119066,2023-01-8,11347,ORD,IND,18:50,21:00
119068,2023-01-8,11348,IAH,COS,14:31,15:51
119069,2023-01-8,11349,IAH,CRP,14:30,15:28
119070,2023-01-8,11350,ROC,IAD,14:21,15:32
119071,2023-01-8,11351,CMH,IAH,14:35,16:29
119072,2023-01-8,11352,IAH,MAF,14:25,15:44
119081,2023-01-8,11353,CAE,IAD,14:36,16:01
119089,2023-01-8,11354,BNA,IAH,14:27,16:39
119090,2023-01-8,11355,BUF,IAD,15:09,16:26
119091,2023-01-8,11356,RST,ATL,16:25,19:40
119092,2023-01-8,11357,LGA,IAD,14:33,15:35
119093,2023-01-8,11358,FAR,ORD,17:37,20:51
119095,2023-01-8,11359,DCA,CLE,14:25,15:48
119131,2023-01-8,11360,DFW,CLE,14:32,17:54
119132,2023-01-8,11361,EWR,MSP,14:43,17:20
119133,2023-01-8,11362,ATL,HPN,14:29,16:30
119157,2023-01-8,11363,IAH,MCI,14:33,16:30
119158,2023-01-8,11364,CLT,EWR,14:32,16:30
119159,2023-01-8,11365,PIA,ORD,18:49,20:01
119164,2023-01-8,11366,MTJ,IAH,14:28,17:46
119166,2023-01-8,11367,MSN,DTW,14:34,16:56
119167,2023-01-8,11368,ICT,ORD,17:20,19:29
119168,2023-01-8,11369,PIT,IAD,14:32,15:27
119182,2023-01-8,11370,DTW,EWR,14:42,16:47
119220,2023-01-8,11371,DFW,MLU,14:41,15:45
119221,2023-01-8,11372,MEI,PIB,14:35,15:01
119223,2023-01-8,11373,ORD,SCE,16:20,19:23
119224,2023-01-8,11374,ORD,TYS,19:46,22:19
119225,2023-01-8,11375,IAH,JAN,14:34,16:01
119238,2023-01-8,11376,IAH,BRO,14:35,15:49
119239,2023-01-8,11377,EWR,IAD,15:44,17:00
119246,2023-01-8,11378,COS,IAH,14:34,17:42
119297,2023-01-8,11379,MYR,ATL,14:40,15:58
119311,2023-01-8,11380,CLE,MKE,14:45,15:28
119312,2023-01-8,11381,CMH,IAD,14:50,15:59
119313,2023-01-8,11382,IAH,LFT,14:43,15:33
119314,2023-01-8,11383,IAH,HRL,14:43,15:52
119323,2023-01-8,11384,BHM,IAH,15:28,17:10
119331,2023-01-8,11385,IAH,ABQ,14:50,16:01
119365,2023-01-8,11386,ORD,DAY,15:44,18:30
119366,2023-01-8,11387,ATL,FAY,14:48,15:50
119388,2023-01-8,11388,TYS,DFW,15:01,16:28
119393,2023-01-8,11389,ATL,CID,16:57,18:09
119399,2023-01-8,11390,ATL,CRW,15:24,16:33
119400,2023-01-8,11391,ATL,EWN,14:59,16:11
119401,2023-01-8,11392,ATL,BQK,14:51,15:49
119402,2023-01-8,11393,ATL,ROA,14:52,16:00
119458,2023-01-8,11394,ATL,ALB,16:01,18:03
119459,2023-01-8,11395,ATL,CSG,14:55,15:34
119462,2023-01-8,11396,ORD,BHM,15:06,18:43
119477,2023-01-8,11397,LNK,ORD,19:06,20:41
119481,2023-01-8,11398,VPS,IAH,14:50,16:35
119482,2023-01-8,11399,CLT,LGA,14:52,16:47
119498,2023-01-8,11400,EWR,GSP,15:07,16:57
119499,2023-01-8,11401,BTR,ATL,17:09,19:33
119501,2023-01-8,11402,MFE,IAH,14:48,15:56
119569,2023-01-8,11403,CHS,IAH,15:02,16:43
119570,2023-01-8,11404,ATL,GTR,14:56,14:53
119571,2023-01-8,11405,MSP,STL,17:19,19:18
119593,2023-01-8,11406,SDF,ORD,18:28,18:54
119606,2023-01-8,11407,XNA,IAH,15:01,16:47
119607,2023-01-8,11408,LIT,IAH,14:58,16:25
119608,2023-01-8,11409,ELP,IAH,14:57,17:57
119654,2023-01-8,11410,DEN,OMA,15:01,17:46
119659,2023-01-8,11411,ICT,IAH,15:02,16:41
119672,2023-01-8,11412,ATL,PVD,15:05,17:15
119683,2023-01-8,11413,IAH,DTW,17:42,21:29
119715,2023-01-8,11414,LCH,DFW,15:13,16:34
119716,2023-01-8,11415,MSP,RDU,18:31,22:35
119719,2023-01-8,11416,DEN,MSN,15:20,18:15
119738,2023-01-8,11417,EWR,DCA,15:10,17:13
119748,2023-01-8,11418,TUL,IAH,15:03,16:34
119789,2023-01-8,11419,DFW,MHK,15:10,16:43
119790,2023-01-8,11420,DEN,RAP,15:49,17:01
119791,2023-01-8,11421,GPT,IAH,15:29,16:53
119792,2023-01-8,11422,MHT,EWR,15:07,17:03
119793,2023-01-8,11423,AGS,ATL,15:11,16:15
119794,2023-01-8,11424,ATL,MOB,15:10,15:19
119795,2023-01-8,11425,ATL,CAE,15:13,16:03
119811,2023-01-8,11426,DEN,MTJ,15:43,16:29
119817,2023-01-8,11427,PIT,EWR,15:11,17:08
119819,2023-01-8,11428,EWR,MKE,15:14,16:58
119820,2023-01-8,11429,MSP,MDW,16:48,18:50
119821,2023-01-8,11430,ATL,MLI,16:12,17:07
119872,2023-01-8,11431,IAH,MFE,15:19,16:27
119873,2023-01-8,11432,DTW,FWA,15:19,16:04
119888,2023-01-8,11433,EWR,CMH,15:48,17:43
119893,2023-01-8,11434,MLU,IAH,15:02,16:11
119898,2023-01-8,11435,GSO,EWR,15:16,17:10
119899,2023-01-8,11436,JAN,IAH,15:18,17:02
119900,2023-01-8,11437,ATL,PHF,15:19,16:46
119901,2023-01-8,11438,STL,EWR,15:44,18:56
119909,2023-01-8,11439,LEX,ATL,15:44,16:52
119947,2023-01-8,11440,DTW,ABE,15:24,16:37
119948,2023-01-8,11441,DTW,MDT,17:26,18:35
119949,2023-01-8,11442,GRR,DTW,15:21,16:22
119950,2023-01-8,11443,DTW,CID,15:24,16:03
119972,2023-01-8,11444,OKC,IAH,15:22,16:53
119979,2023-01-8,11445,HPN,ATL,16:25,19:16
119980,2023-01-8,11446,EWR,JAX,15:27,17:58
119981,2023-01-8,11447,LFT,IAH,15:12,16:15
120045,2023-01-8,11448,DFW,TYR,16:07,16:56
120046,2023-01-8,11449,HSV,DTW,15:24,18:06
120047,2023-01-8,11450,ATL,FSM,15:34,16:29
120048,2023-01-8,11451,ATL,ILM,16:04,17:09
120049,2023-01-8,11452,LGA,RIC,15:24,16:57
120050,2023-01-8,11453,IAH,MSP,15:23,19:15
120051,2023-01-8,11454,DTW,EVV,16:20,16:34
120052,2023-01-8,11455,ELM,DTW,15:29,16:46
120053,2023-01-8,11456,LGA,ROC,15:37,17:02
120079,2023-01-8,11457,GNV,ATL,15:37,16:44
120091,2023-01-8,11458,DTW,AVP,16:07,17:15
120134,2023-01-8,11459,IAH,SHV,15:32,16:43
120135,2023-01-8,11460,IAH,HSV,15:28,17:05
120136,2023-01-8,11461,IAH,IND,15:30,18:40
120137,2023-01-8,11462,CLE,LGA,15:28,16:52
120138,2023-01-8,11463,IAH,CRP,15:32,16:32
120139,2023-01-8,11464,IAH,BNA,15:31,17:18
120140,2023-01-8,11465,IAH,BTR,15:44,16:46
120141,2023-01-8,11466,ERI,DTW,16:05,16:55
120155,2023-01-8,11467,IAH,STL,15:36,17:31
120157,2023-01-8,11468,GTR,ATL,15:31,17:34
120158,2023-01-8,11469,ATL,BMI,15:33,16:20
120221,2023-01-8,11470,PIB,DFW,15:32,17:11
120222,2023-01-8,11471,DTW,EWR,16:28,18:13
120223,2023-01-8,11472,DTW,ELM,15:36,16:50
120240,2023-01-8,11473,DTW,PHL,15:39,17:08
120241,2023-01-8,11474,TLH,ATL,17:09,18:11
120242,2023-01-8,11475,IAH,LCH,15:33,16:13
120243,2023-01-8,11476,HSV,DEN,15:31,17:39
120250,2023-01-8,11477,LFT,DFW,15:52,17:11
120251,2023-01-8,11478,DEN,LNK,16:10,18:29
120260,2023-01-8,11479,ATL,AGS,15:38,16:36
120261,2023-01-8,11480,IAH,LFT,15:38,16:43
120262,2023-01-8,11481,IAH,AEX,15:45,16:52
120309,2023-01-8,11482,ORD,CLE,18:49,21:03
120310,2023-01-8,11483,EWR,GRR,15:42,18:09
120312,2023-01-8,11484,RST,MSP,15:48,17:01
120313,2023-01-8,11485,ATL,SHV,15:42,16:30
120314,2023-01-8,11486,IAH,DAL,15:41,16:42
120326,2023-01-8,11487,DTW,JAX,16:31,18:37
120341,2023-01-8,11488,EWR,STL,15:53,18:09
120344,2023-01-8,11489,BNA,DEN,18:50,21:02
120375,2023-01-8,11490,MKE,CLE,18:26,22:43
120376,2023-01-8,11491,IAH,ICT,16:00,17:47
120379,2023-01-8,11492,IAH,DTW,15:44,19:51
120380,2023-01-8,11493,BHM,DTW,16:02,19:20
120381,2023-01-8,11494,PHF,ATL,15:52,17:51
120382,2023-01-8,11495,DAL,IAH,15:48,17:00
120396,2023-01-8,11496,MOT,DEN,15:44,16:27
120408,2023-01-8,11497,EWR,OMA,15:50,19:16
120461,2023-01-8,11498,LGA,GSO,15:58,17:37
120462,2023-01-8,11499,LIT,DTW,15:50,18:51
120463,2023-01-8,11500,SGF,DEN,16:08,17:09
120477,2023-01-8,11501,IAH,PNS,15:53,17:26
120478,2023-01-8,11502,IAH,MEM,15:59,17:31
120479,2023-01-8,11503,DRO,DEN,15:51,16:45
120486,2023-01-8,11504,IAH,XNA,15:51,17:36
120487,2023-01-8,11505,MOB,ATL,15:52,17:59
120508,2023-01-8,11506,LEX,ORD,20:12,20:49
120510,2023-01-8,11507,IAH,LIT,16:00,17:18
120579,2023-01-8,11508,EWR,CVG,16:00,18:19
120581,2023-01-8,11509,EWR,SDF,16:04,18:44
120582,2023-01-8,11510,PIT,LGA,15:56,17:12
120583,2023-01-8,11511,TUL,DTW,15:56,19:07
120584,2023-01-8,11512,FNT,ORD,18:20,18:45
120603,2023-01-8,11513,IAH,BHM,15:59,17:38
120604,2023-01-8,11514,ABE,ATL,16:02,18:20
120614,2023-01-8,11515,CSG,ATL,15:56,16:40
120618,2023-01-8,11516,CRP,IAH,15:52,17:02
120653,2023-01-8,11517,ORD,CAK,21:54,:36
120655,2023-01-8,11518,CVG,LGA,16:14,18:02
