,FLIGHT_NUMBER,TAIL_NUMBER
124338,4269,N16178
124339,4905,N738EV
124340,6108,N17108
124359,5912,N12201
124371,4446,N12564
124421,5096,N600QX
124422,5452,N751EV
124435,4095,N36915
124457,5615,N730EV
124510,3942,N12569
124511,4444,N15983
124512,4904,N884AS
124513,5082,N849AS
124514,5311,N852AS
124570,4373,N18102
124572,5282,N856AS
124573,5436,N846AS
124574,5984,N17560
124646,2501,N879AS
124647,2544,N904EV
124648,5038,N720EV
124649,5241,N842AS
124650,5176,N917EV
124652,5409,N708EV
124653,5603,N919EV
124654,5554,N582CA
124655,5557,N900EV
124716,4314,N14177
124798,4672,N14998
124829,5157,N722EV
124830,5308,N861AS
124844,3943,N13964
124845,5464,N607LR
124850,5126,N186PQ
124877,4986,N391CA
124932,4398,N13970
124970,2507,N830AS
124971,4995,N718EV
124981,4224,N13161
124982,5351,N851AS
125032,5232,N878AS
125038,5156,N850AS
125039,5611,N923EV
125045,5022,N859AS
125102,4919,N927EV
125115,4144,N16559
125150,3811,N27200
125152,4980,N882AS
125160,5218,N867AS
125163,5595,N925EV
125206,3263,N12996
125208,4516,N18556
125210,4703,N17138
125211,5684,N11526
125213,5970,N11551
125214,5972,N17524
125229,4119,N14168
125230,4363,N13566
125262,3951,N21129
125277,4111,N11565
125279,4248,N31131
125280,4684,N14902
125281,5808,N12900
125314,4976,N752EV
125315,5052,N926EV
125334,2552,N876AS
125341,4345,N14920
125369,4512,N11164
125411,4748,N19966
125442,5073,N750EV
125444,4329,N18102
125455,5610,N870AS
125483,2526,N901EV
125499,5017,N920EV
125500,5247,N868AS
125515,5735,N827AS
125536,6180,N16178
125537,6182,N12540
125539,5696,N820AS
125569,5345,N873AS
125583,4404,N22971
125584,5806,N13989
125613,6102,N17185
125620,5292,N883AS
125641,5923,N13118
125648,5350,N855AS
125716,5675,N12552
125796,5042,N914EV
125797,5055,N916EV
125798,5373,N933EV
125982,5326,N750EV
125984,5785,N14158
126006,4126,N12900
126020,4288,N21129
126024,4671,N18556
126025,4685,N17138
126051,4208,N14907
126052,5007,N916EV
126053,5534,N371CA
126072,4557,N14902
126082,4389,N11176
126092,5123,N933EV
126117,5286,N850AS
126118,5543,N900EV
126119,5362,N860AS
126120,6105,N11551
126122,6074,N13989
126123,6181,N27200
126147,4162,N13969
126148,4279,N12172
126149,4508,N14998
126150,5333,N883AS
126151,5501,N923EV
126152,5902,N11184
126153,5946,N15985
126160,5290,N851AS
126179,5313,N925EV
126180,5680,N13132
126426,2533,N903EV
126427,3941,N13124
126429,4148,N34111
126430,4149,N18120
126431,4371,N14116
126432,4422,N12924
126433,4411,N15572
126434,4533,N11199
126436,4676,N14573
126437,4603,N12552
126438,4623,N13970
126439,4585,N13964
126440,4740,N14916
126441,4945,N738EV
126442,4957,N606LR
126443,4874,N917EV
126444,5015,N752EV
126445,4916,N538CA
126446,4928,N927EV
126448,5230,N979EV
126449,5277,N398CA
126450,5435,N844AS
126451,5491,N926EV
126456,5575,N859AS
126457,5594,N607LR
126460,5981,N15912
126461,5917,N16546
126463,6082,N13958
126470,6143,N14204
126471,6164,N14959
126539,5900,N17560
126546,6019,N13997
126555,5043,N842AS
126557,5926,N21130
126563,4393,N41104
126611,4682,N29515
126612,5046,N837AS
126614,5601,N582CA
126615,6020,N11194
126632,4212,N16178
126633,4150,N17196
126634,6177,N14993
126640,4334,N13538
126645,4655,N13913
126680,6091,N14117
126695,2512,N879AS
126696,4374,N12136
126762,4652,N12126
126763,4719,N14188
126764,4701,N15983
126765,5029,N920EV
126766,5050,N760EV
126767,5961,N13914
126768,5919,N12166
126773,4313,N12540
126793,2522,N901EV
126837,4179,N15986
126838,5204,N748EV
126839,5455,N855AS
126852,4354,N15574
126899,2572,N906EV
126901,4862,N14920
126902,5219,N867AS
126904,5591,N872AS
126906,6171,N12145
126918,4700,N14974
126923,4292,N11113
127006,4428,N14950
127007,4535,N27190
127008,5158,N856AS
127009,5206,N186PQ
127011,5478,N722EV
127012,5500,N884AS
127014,5782,N16911
127074,4588,N18557
127075,4589,N14173
127091,4241,N14558
127129,4123,N24128
127130,4384,N13903
127131,5163,N135EV
127132,5187,N931EV
127133,5200,N605QX
127134,5379,N852AS
127135,6083,N16918
127147,6042,N11165
127209,3272,N14177
127211,5977,N17524
127212,5910,N18120
127229,4736,N13161
127272,4697,N12530
127273,4710,N14179
127292,3924,N13975
127324,5614,N730EV
127325,5359,N861AS
127545,3262,N14562
127547,4221,N26549
127548,4950,N755EV
127549,5019,N712EV
127551,5336,N882AS
127552,5439,N937EV
127553,5446,N713EV
127578,5797,N21144
127607,2539,N904EV
127608,4524,N16987
127612,2549,N876AS
127662,4160,N13124
127663,4197,N12564
127664,4555,N12996
127675,4510,N16112
127722,4176,N36915
127723,4765,N14188
127724,4711,N11164
127725,4961,N758EV
127729,4319,N22971
127730,4349,N12569
127743,4722,N12166
127746,4138,N16525
127863,4128,N28529
127865,4485,N17138
127867,4405,N14568
127868,4575,N18556
127869,4745,N17185
127870,5533,N919EV
127871,5908,N12201
127878,5794,N16170
127941,2502,N902EV
127943,4522,N12157
127944,5221,N604QX
127945,5179,N391CA
127946,5661,N11189
127947,5556,N709EV
127959,5940,N14959
127968,3926,N12175
127974,3268,N17146
127982,5850,N17169
128051,2563,N901EV
128052,4476,N16919
128053,5035,N878AS
128054,5275,N134EV
128055,5518,N868AS
128066,5787,N12567
128072,5973,N13968
128125,3259,N29917
128126,4301,N11150
128127,4494,N16999
128182,5253,N870AS
128183,5466,N166PQ
128190,5783,N11548
128195,4507,N14907
128197,4464,N16976
128199,4743,N15555
128246,4133,N11539
128248,5223,N740EV
128249,5664,N16963
128250,5390,N744EV
128262,6122,N13958
128263,5995,N13997
128265,5027,N917EV
128309,4157,N14916
128365,4213,N14204
128366,4432,N14543
128367,6016,N16183
128392,3935,N11199
128393,4691,N14573
128394,5319,N752EV
128524,5193,N857AS
128525,5472,N873AS
128526,5914,N12900
128527,6056,N13965
128540,4339,N14168
128578,3931,N13914
128579,4261,N13979
128580,4755,N13964
128581,6045,N14177
128702,3938,N15912
128703,4888,N916EV
128706,5978,N11184
128708,6157,N14923
128723,4662,N13956
128726,4933,N371CA
128736,5185,N710EV
128737,5936,N13118
128738,6176,N13553
128793,5077,N900EV
128794,5167,N855AS
128795,5401,N859AS
128796,5582,N837AS
128797,5555,N853AS
128798,5358,N883AS
128800,6074,N27200
128813,4097,N21144
128814,4198,N14180
128815,4750,N14991
128819,5968,N11165
128820,5993,N12540
128826,4533,N12172
128878,5084,N754EV
128879,5162,N921EV
128897,4676,N22909
128906,4299,N14558
128907,4563,N14993
128950,4099,N13132
128951,4166,N12552
128966,4424,N16178
128968,4712,N25134
129060,4132,N16546
129063,5437,N925EV
129071,4324,N11565
129077,5804,N13988
129098,4286,N14960
129103,6110,N16149
129106,5142,N612QX
129156,4537,N15983
129157,5502,N608QX
129158,5550,N748EV
129171,4164,N13970
129172,5008,N676CA
129173,5675,N13538
129230,4136,N21537
129231,4258,N12922
129233,5160,N605QX
129234,5276,N846AS
129235,6030,N48901
129252,4154,N15985
129253,4419,N34111
129254,5289,N398CA
129255,5487,N842AS
129330,4141,N16987
129331,4142,N15574
129332,4232,N14542
129333,4467,N12569
129334,4491,N13550
129335,4435,N13975
129353,5184,N761ND
129357,4208,N14570
129358,5252,N138EV
129419,4297,N16559
129420,5361,N849AS
129437,4557,N14158
129438,5129,N759EV
129440,6011,N16918
129442,4721,N17560
129487,2559,N903EV
129489,5166,N920EV
129504,3929,N41104
129600,4114,N26549
129601,4122,N11164
129602,4524,N11127
129603,4392,N14173
129605,5412,N744EV
129606,5622,N979EV
129643,4305,N17146
129688,2515,N876AS
129689,4981,N919EV
129690,5051,N871AS
129691,5243,N528CA
129692,5328,N920EV
129693,5499,N926EV
129696,5532,N760EV
129697,5538,N867AS
129698,5933,N11526
129710,4638,N11113
129711,4593,N14116
129712,5293,N924EV
129715,4179,N13969
129716,4366,N13913
129717,5541,N850AS
129718,6105,N14920
129719,5785,N12530
129724,4924,N538CA
129725,5245,N854AS
129732,5143,N851AS
129733,6132,N18120
129768,4187,N16112
129769,4296,N28529
129780,4606,N13566
129781,5102,N860AS
129833,4626,N27190
129834,5392,N611QX
129846,6003,N12175
129855,3264,N16963
129856,4107,N15986
129858,4236,N11551
129930,5231,N134EV
129936,5677,N17196
129978,5612,N730EV
129988,4461,N18556
129989,6116,N11189
129998,4925,N870AS
130060,4687,N14959
130062,5067,N860AS
130082,5996,N12157
130088,4214,N14186
130089,6075,N24103
130114,2532,N877AS
130115,4283,N14179
130116,4762,N14188
130144,5034,N838AS
130145,5352,N752EV
130146,5372,N686BR
130196,4514,N13161
130197,4965,N153PQ
130230,5040,N844AS
130280,4389,N15555
130281,6023,N11187
130282,6110,N11150
130284,6001,N12900
130285,6164,N29917
130302,5981,N22971
130316,4341,N14568
130380,4346,N17108
130384,4463,N13124
130435,4860,N21130
130436,5494,N606LR
130437,5973,N16976
130456,4884,N927EV
130458,5485,N839AS
130467,5919,N16149
130468,6104,N11119
130477,3955,N16919
130478,5969,N11181
130491,4700,N14998
130492,5090,N861AS
130585,5076,N852AS
130587,5451,N371CA
130588,5477,N713EV
130589,5416,N712EV
130590,5621,N843AS
130591,5597,N186PQ
130592,5988,N13123
130618,5579,N872AS
130684,4640,N15980
130687,5926,N12145
130699,6099,N11194
130707,4997,N758EV
130709,4495,N14558
130716,4553,N11107
130772,2509,N904EV
130774,4898,N708EV
130775,5032,N738EV
130777,5535,N917EV
130778,6066,N13118
130803,4390,N14993
130804,4915,N846AS
130854,4101,N18557
130855,4112,N12528
130856,4126,N16525
130857,4192,N12564
130858,4664,N12126
130860,4932,N398CA
130861,5438,N980EV
130863,5271,N856AS
130864,5689,N833AS
130865,5994,N12172
130866,6015,N13553
130877,5789,N29515
130884,4427,N31131
130885,4902,N878AS
130886,5150,N719EV
130898,4256,N12996
130899,4717,N13903
130901,6030,N14542
130908,6153,N16961
130943,4862,N11140
130957,4574,N16911
130964,4581,N11199
131009,4921,N884AS
131010,5190,N882AS
131023,5246,N853AS
131024,5165,N582CA
131035,4364,N12166
131037,5087,N931EV
131038,5334,N847AS
131048,4243,N14198
131050,4711,N11106
131110,4255,N15572
131123,5113,N916EV
131133,3920,N13914
131134,4397,N14562
131135,4704,N14143
131136,6123,N13964
131141,5063,N937EV
131189,5069,N868AS
131192,3949,N13988
131193,4546,N14177
131194,4756,N14573
131195,5023,N752EV
131200,3256,N16546
131201,5909,N13997
131202,6008,N13958
131240,4578,N12201
131241,4506,N12530
131243,5935,N14950
131244,6072,N12540
131274,5794,N15574
131276,5609,N870AS
131280,4306,N13550
131319,6130,N16183
131340,4265,N16987
131399,6050,N14916
131408,4387,N13975
131421,4218,N14920
131422,4654,N14116
131467,2557,N879AS
131468,3926,N13969
131469,4465,N33182
131482,5104,N197PQ
131483,5048,N741EV
131488,4317,N17108
131497,5974,N14173
131504,4299,N41104
131505,4679,N25134
131584,3255,N12552
131585,4240,N27200
131586,4441,N21537
131610,4761,N22909
131620,4199,N14972
131631,3940,N13132
131666,4994,N753EV
131669,5353,N722EV
131683,6171,N11189
131695,4992,N881AS
131744,5958,N14570
131745,6075,N14125
131770,3944,N15983
131771,5236,N146PQ
131783,5304,N748EV
131784,6079,N29917
131785,6172,N11150
131840,4202,N12122
131841,5099,N980EV
131843,5911,N22971
131862,6135,N11184
131869,5489,N873AS
131870,6064,N15555
131871,5667,N26549
131928,4396,N21144
131930,5164,N710EV
131945,4102,N16559
131952,3947,N16149
131953,4196,N16112
131962,5467,N859AS
132000,3273,N15527
132002,4490,N27962
132003,4496,N11548
132004,4460,N11565
132019,4445,N13992
132028,4092,N17138
132044,5321,N720EV
132103,4729,N12540
132104,5322,N837AS
132107,6002,N11526
132131,4386,N14960
132132,5324,N755EV
132141,4098,N16963
132154,4406,N48901
132212,4307,N12175
132213,4728,N14171
132216,5516,N712EV
132233,4110,N17185
132242,4169,N13913
132243,4481,N15986
132249,4223,N11539
132250,5418,N398CA
132288,4378,N11551
132289,5057,N760EV
132297,5273,N924EV
132298,6070,N34111
132363,4155,N16178
132364,4551,N12569
132365,4918,N608QX
132366,5151,N867AS
132367,5944,N12160
132384,4864,N16525
132385,5037,N676CA
132387,5381,N758EV
132393,4417,N11127
132397,4863,N11140
132446,5992,N11187
132466,4598,N11113
132467,4701,N12924
132511,2569,N901EV
132512,4743,N11184
132513,5183,N925EV
132524,4708,N11164
132530,6149,N15985
132546,5799,N29515
132623,4118,N14188
132625,4464,N14916
132627,4988,N604QX
132628,5985,N12172
132650,3937,N12126
132656,4349,N12157
132714,4955,N860AS
132715,5161,N730EV
132717,6008,N11536
132718,6159,N14573
132727,5307,N850AS
132728,5413,N744EV
132777,4565,N17196
132778,5442,N855AS
132779,5425,N921EV
132780,6050,N13161
132781,5675,N13133
132782,5990,N14923
132797,4614,N33182
132800,4449,N16911
132807,4491,N12528
132853,4909,N724EV
132854,5386,N849AS
132864,4962,N900EV
132919,5317,N854AS
132920,5963,N13956
132933,5240,N858AS
132938,4152,N17560
132943,4944,N761ND
132975,4103,N31131
132983,5793,N13965
133004,6045,N16976
133012,3928,N15980
133057,4999,N881AS
133058,5047,N153PQ
133059,5251,N719EV
133061,5528,N605QX
133062,5377,N166PQ
133064,6015,N14993
133095,4500,N14158
133139,6060,N14125
133155,3965,N14542
133158,4325,N14998
133164,4222,N11189
133168,4489,N12564
133216,5020,N615QX
133225,4331,N14125
133244,5146,N754EV
133300,4403,N12996
133301,4544,N18557
133313,4511,N41104
133371,4167,N14543
133372,4263,N14116
133373,4376,N14562
133374,4463,N27190
133376,4604,N13124
133377,5071,N371CA
133394,4296,N12195
133399,4275,N14171
133409,4178,N11565
133410,5281,N872AS
133411,5668,N15527
133446,5584,N927EV
133465,4230,N16183
133466,4506,N14168
133486,4089,N13975
133487,4130,N11106
133488,4699,N11548
133494,5169,N744EV
133496,5567,N882AS
133567,4521,N13995
133568,4402,N16999
133569,4640,N12136
133571,5072,N851AS
133572,5122,N883AS
133584,4461,N10575
133585,4399,N14907
133586,4637,N11137
133607,4611,N13550
133608,5663,N26545
133653,4105,N13566
133656,5238,N914EV
133657,5498,N686BR
133672,4517,N18102
133683,4431,N14558
133684,4416,N14972
133738,3933,N13914
133739,4457,N13132
133740,4635,N11199
133741,4756,N15555
133744,5171,N723EV
133745,5447,N759EV
133746,5911,N16149
133749,6149,N14542
133777,4295,N13969
133778,4584,N13908
133779,4678,N15572
133838,3274,N15912
133839,3947,N18120
133840,3965,N29917
133841,4253,N14991
133843,5943,N16987
133846,6005,N14950
133866,4190,N12145
133922,2521,N877AS
133923,4165,N15985
133924,4473,N13988
133925,5310,N712EV
133926,5909,N13958
133927,6123,N22971
133937,5791,N14514
133942,4244,N34111
133965,4270,N11187
133966,6003,N26549
133998,3920,N11150
133999,4226,N15973
134000,6132,N13964
134005,4311,N14916
134011,4387,N24128
134016,4358,N27962
134022,4677,N36915
134088,4306,N11526
134089,4394,N14960
134091,5939,N16546
134113,5670,N16525
134116,4434,N12552
134164,4504,N12160
134165,4687,N14570
134175,3267,N13118
134176,4867,N12569
134182,5419,N528CA
134185,4096,N14177
134194,5006,N847AS
134195,5059,N741EV
134197,5378,N391CA
134249,4250,N11181
134250,5781,N16963
134276,4357,N12924
134277,4639,N11140
134286,5320,N758EV
134287,5267,N861AS
134342,5608,N134EV
134369,4085,N17196
134415,3946,N12172
134416,4395,N14568
134419,5449,N751EV
134421,6033,N11194
134440,4738,N12540
134442,5365,N740EV
134454,4158,N17185
134455,4969,N931EV
134523,5180,N722EV
134524,5363,N738EV
134553,5213,N760EV
134610,4435,N24103
134613,5703,N834AS
134629,3929,N12921
134631,5552,N612QX
134638,5448,N936EV
134693,5054,N870AS
134699,5109,N884AS
134708,5925,N11184
134715,4675,N25134
134716,5228,N713EV
134717,5783,N21130
134754,3949,N13956
134755,5444,N852AS
134756,5571,N146PQ
134765,4469,N11119
134819,2529,N902EV
134820,4135,N14573
134822,5430,N842AS
134823,5558,N871AS
134837,5212,N843AS
134842,3939,N18556
134852,4564,N14198
134853,6035,N11189
134900,4228,N12922
134910,4927,N600QX
134916,5997,N31131
134982,5730,N836AS
134989,4404,N12175
134990,6141,N14993
135039,4196,N16559
135041,4478,N11109
135042,4622,N13553
135043,4626,N21144
135044,5114,N724EV
135045,5496,N844AS
135051,4320,N16911
135068,3932,N14204
135069,4218,N14171
135070,4257,N11113
135071,4863,N29515
135072,4338,N13903
135073,5790,N13913
135091,5587,N759EV
135093,6117,N11536
135094,6166,N12563
135096,3271,N13970
135133,3258,N14542
135135,4667,N11107
135136,5141,N138EV
135151,5931,N14543
135160,4649,N13133
135161,4619,N16112
135162,4758,N16149
135168,4737,N15555
135171,5724,N833AS
135185,4204,N14188
135223,2513,N906EV
135225,4681,N16976
135226,5963,N16961
135228,5667,N14902
135243,4364,N14998
135250,4289,N11187
135314,4143,N16919
135316,4609,N17138
135324,4173,N12201
135333,4092,N19554
135397,5068,N608QX
135403,5482,N980EV
135404,5398,N914EV
135405,5527,N922EV
135406,5540,N853AS
135460,4240,N14916
135461,5153,N197PQ
135462,5474,N846AS
135463,6167,N13958
135481,4569,N27190
135498,4572,N19966
135572,4973,N979EV
135573,5028,N755EV
135574,5583,N391CA
135581,4347,N13975
135598,6006,N13123
135607,5798,N16525
135610,4291,N15574
135611,4386,N13908
135612,4861,N10575
135657,4277,N11165
135658,4369,N12195
135678,5613,N186PQ
135690,5327,N398CA
135723,5493,N748EV
135724,6098,N12122
135725,6156,N24103
135744,4372,N14158
135754,4112,N13550
135795,2504,N879AS
135796,4278,N13118
135797,4477,N11526
135798,4612,N12552
135800,4871,N916EV
135801,5331,N920EV
135818,5974,N16183
135824,4298,N13995
135825,4379,N24128
135826,4580,N41104
135827,5189,N744EV
135828,5192,N181PQ
135837,5383,N676CA
135878,5503,N917EV
135891,4581,N12924
135896,3934,N26549
135901,4227,N11199
135902,4167,N13965
135903,5013,N867AS
135904,4329,N12136
135949,5233,N849AS
135950,5244,N872AS
135952,5553,N878AS
135974,4663,N14907
135982,4335,N21129
136044,2538,N901EV
136045,4885,N870AS
136046,4914,N838AS
136048,5145,N615QX
136049,5217,N166PQ
136050,5177,N919EV
136052,5450,N712EV
136053,5955,N13161
136091,5604,N856AS
136135,4169,N12564
136137,4186,N27962
136138,4200,N14186
136139,4275,N12528
136140,4410,N18557
136141,4865,N12996
136144,5366,N708EV
136156,4493,N11551
136157,4272,N14972
136159,5460,N153PQ
136222,5203,N605QX
136223,5590,N719EV
136244,5906,N17108
136252,6004,N12160
136255,3936,N18120
136261,5098,N925EV
136262,5781,N15910
136263,5668,N21130
136309,4433,N12172
136310,4576,N17196
136311,5483,N391CA
136312,5269,N873AS
136313,5956,N14950
136325,5462,N761ND
136332,3942,N26545
136372,4223,N16147
136373,4353,N16919
136374,4300,N15572
136375,4481,N18556
136376,4732,N33182
136380,6009,N16987
136388,5495,N134EV
136394,3950,N14173
136406,4085,N11176
136459,5330,N710EV
136461,6088,N14125
136476,4479,N14562
136478,5901,N11189
136485,4659,N11194
136492,4106,N29917
136507,3953,N13988
136508,6052,N13132
136510,5803,N11547
136577,3944,N14558
136578,4352,N12552
136579,4375,N14116
136582,6127,N15985
136600,4614,N12145
136651,3256,N13123
136653,5070,N371CA
136654,5197,N730EV
136655,5335,N850AS
136656,5602,N860AS
136665,3940,N13968
136721,4239,N12922
136722,5065,N854AS
136723,5155,N927EV
136745,5404,N921EV
136752,4431,N11127
136753,5420,N933EV
136759,3266,N15555
136760,4908,N723EV
136761,4939,N900EV
136762,5130,N582CA
136806,4860,N17138
136807,5565,N859AS
136824,4546,N13979
136825,6113,N15912
136826,4235,N21144
136830,4629,N14570
136831,5062,N923EV
136916,5513,N868AS
136952,3957,N11184
136954,5295,N937EV
136957,6189,N16149
136974,5951,N14920
136984,5214,N760EV
137053,4611,N16911
137133,5998,N13958
137142,3257,N22971
137143,5793,N14902
137148,4531,N13913
137149,4600,N13914
137154,4100,N12921
137209,3945,N29917
137210,4088,N19554
137211,4512,N14568
137212,4724,N14991
137213,5459,N722EV
137214,5941,N11150
137222,4601,N14171
137232,5049,N917EV
137233,5149,N847AS
137242,5586,N855AS
137284,4415,N13566
137285,4753,N13956
137286,4767,N48901
137308,4242,N14168
137309,4486,N11106
137310,4624,N16559
137322,4511,N14188
137355,3936,N13988
137356,4357,N14198
137357,4527,N13989
137382,4953,N686BR
137389,4636,N14158
137390,4766,N21537
137391,5302,N931EV
137469,4678,N13133
137542,3946,N14542
137543,4269,N14998
137545,5407,N724EV
137546,5592,N920EV
137548,6144,N13964
137570,4436,N11137
137572,4322,N13124
137585,4302,N17185
137628,2547,N903EV
137630,3951,N12564
137634,5673,N15985
137650,4290,N14204
137651,4725,N12996
137657,5306,N883AS
137663,4175,N15973
137665,4345,N12528
137721,4358,N12530
137722,5808,N15910
137723,5942,N11113
137734,4095,N21130
137741,5737,N832AS
137795,3954,N11109
137796,4501,N11181
