,tailnum,manufacturer,model,seats
2985,N914DE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2986,N914DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2987,N914DN,MCDONNELL DOUGLAS,MD-90-30,142
2988,N914FJ,BOMBARDIER INC,CL-600-2D24,95
2989,N914WN,BOEING,737-7H4,140
2990,N914XJ,BOMBARDIER INC,CL-600-2D24,95
2991,N915AT,BOEING,717-200,100
2992,N915DE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2993,N915DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2994,N915DN,MCDONNELL DOUGLAS,MD-90-30,142
2995,N915FJ,BOMBARDIER INC,CL-600-2D24,95
2996,N915WN,BOEING,737-7H4,140
2997,N915XJ,BOMBARDIER INC,CL-600-2D24,95
2998,N916DE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2999,N916DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3000,N916DN,MCDONNELL DOUGLAS,MD-90-30,142
3001,N916FJ,BOMBARDIER INC,CL-600-2D24,95
3002,N916WN,BOEING,737-7H4,140
3003,N916XJ,BOMBARDIER INC,CL-600-2D24,95
3004,N917DE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3005,N917DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3006,N917DN,MCDONNELL DOUGLAS,MD-90-30,142
3007,N917FJ,BOMBARDIER INC,CL-600-2D24,95
3008,N917WN,BOEING,737-7H4,140
3009,N917XJ,BOMBARDIER INC,CL-600-2D24,95
3010,N918DE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3011,N918DH,MCDONNELL DOUGLAS,MD-90-30,142
3012,N918DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3013,N918FJ,BOMBARDIER INC,CL-600-2D24,95
3014,N918WN,BOEING,737-7H4,140
3015,N918XJ,BOMBARDIER INC,CL-600-2D24,95
3016,N919AT,BOEING,717-200,100
3017,N919DE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3018,N919DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3019,N919DN,MCDONNELL DOUGLAS,MD-90-30,142
3020,N919FJ,BOMBARDIER INC,CL-600-2D24,95
3021,N919WN,BOEING,737-7H4,140
3022,N919XJ,BOMBARDIER INC,CL-600-2D24,95
3023,N920AT,BOEING,717-200,100
3024,N920DE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3025,N920DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3026,N920DN,MCDONNELL DOUGLAS,MD-90-30,142
3027,N920FJ,BOMBARDIER INC,CL-600-2D24,95
3028,N920WN,BOEING,737-7H4,140
3029,N920XJ,BOMBARDIER INC,CL-600-2D24,95
3030,N921AT,BOEING,717-200,100
3031,N921DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3032,N921DN,MCDONNELL DOUGLAS,MD-90-30,142
3033,N921FJ,BOMBARDIER INC,CL-600-2D24,95
3034,N921WN,BOEING,737-7H4,140
3035,N921XJ,BOMBARDIER INC,CL-600-2D24,95
3036,N922AT,BOEING,717-200,100
3037,N922DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3038,N922EV,BOMBARDIER INC,CL-600-2B19,55
3039,N922FJ,BOMBARDIER INC,CL-600-2D24,95
3040,N922WN,BOEING,737-7H4,140
3041,N922XJ,BOMBARDIER INC,CL-600-2D24,95
3042,N923AT,BOEING,717-200,100
3043,N923DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3044,N923DN,BOEING,MD-90-30,142
3045,N923FJ,BOMBARDIER INC,CL-600-2D24,95
3046,N923WN,BOEING,737-7H4,140
3047,N923XJ,BOMBARDIER INC,CL-600-2D24,95
3048,N924AT,BOEING,717-200,100
3049,N924DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3050,N924FJ,BOMBARDIER INC,CL-600-2D24,95
3051,N924WN,BOEING,737-7H4,140
3052,N924XJ,BOMBARDIER INC,CL-600-2D24,95
3053,N925AT,BOEING,717-200,100
3054,N925DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3055,N925FJ,BOMBARDIER INC,CL-600-2D24,95
3056,N925WN,BOEING,737-7H4,140
3057,N925XJ,BOMBARDIER INC,CL-600-2D24,95
3058,N926AT,BOEING,717-200,100
3059,N926DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3060,N926EV,BOMBARDIER INC,CL-600-2B19,55
3061,N926LR,BOMBARDIER INC,CL-600-2D24,95
3062,N926WN,BOEING,737-7H4,140
3063,N926XJ,BOMBARDIER INC,CL-600-2D24,95
3064,N927AT,BOEING,717-200,100
3065,N927DA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3066,N927LR,BOMBARDIER INC,CL-600-2D24,95
3067,N927WN,BOEING,737-7H4,140
3068,N927XJ,BOMBARDIER INC,CL-600-2D24,95
3069,N928AT,BOEING,717-200,100
3070,N928DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3071,N928DN,BOEING,MD-90-30,142
3072,N928EV,BOMBARDIER INC,CL-600-2B19,55
3073,N928LR,BOMBARDIER INC,CL-600-2D24,95
3074,N928WN,BOEING,737-7H4,140
3075,N928XJ,BOMBARDIER INC,CL-600-2D24,95
3076,N929AT,BOEING,717-200,100
3077,N929DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3078,N929DN,MCDONNELL DOUGLAS,MD-90-30,142
3079,N929LR,BOMBARDIER INC,CL-600-2D24,95
3080,N929WN,BOEING,737-7H4,140
3081,N929XJ,BOMBARDIER INC,CL-600-2D24,95
3082,N930AT,BOEING,717-200,100
3083,N930DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3084,N930LR,BOMBARDIER INC,CL-600-2D24,95
3085,N930WN,BOEING,737-7H4,140
3086,N930XJ,BOMBARDIER INC,CL-600-2D24,95
3087,N931DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3088,N931LR,BOMBARDIER INC,CL-600-2D24,95
3089,N931WN,BOEING,737-7H4,140
3090,N931XJ,BOMBARDIER INC,CL-600-2D24,95
3091,N932AT,BOEING,717-200,100
3092,N932DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3093,N932DN,MCDONNELL DOUGLAS,MD-90-30,142
3094,N932LR,BOMBARDIER INC,CL-600-2D24,95
3095,N932WN,BOEING,737-7H4,140
3096,N932XJ,BOMBARDIER INC,CL-600-2D24,95
3097,N933AT,BOEING,717-200,100
3098,N933DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3099,N933DN,MCDONNELL DOUGLAS,MD-90-30,142
3100,N933LR,BOMBARDIER INC,CL-600-2D24,95
3101,N933WN,BOEING,737-7H4,140
3102,N933XJ,BOMBARDIER INC,CL-600-2D24,95
3103,N934AT,BOEING,717-200,100
3104,N934DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3105,N934FJ,BOMBARDIER INC,CL-600-2D24,95
3106,N934WN,BOEING,737-7H4,140
3107,N934XJ,BOMBARDIER INC,CL-600-2D24,95
3108,N935AT,BOEING,717-200,100
3109,N935DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3110,N935LR,BOMBARDIER INC,CL-600-2D24,95
3111,N935WN,BOEING,737-7H4,140
3112,N935XJ,BOMBARDIER INC,CL-600-2D24,95
3113,N936AT,BOEING,717-200,100
3114,N936DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3115,N936WN,BOEING,737-7H4,140
3116,N936XJ,BOMBARDIER INC,CL-600-2D24,95
3117,N937AT,BOEING,717-200,100
3118,N937DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3119,N937DN,MCDONNELL DOUGLAS,MD-90-30,142
3120,N937WN,BOEING,737-7H4,140
3121,N937XJ,BOMBARDIER INC,CL-600-2D24,95
3122,N938AT,BOEING,717-200,100
3123,N938DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3124,N938LR,BOMBARDIER INC,CL-600-2D24,95
3125,N938WN,BOEING,737-7H4,140
3126,N939AT,BOEING,717-200,100
3127,N939DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3128,N939DN,MCDONNELL DOUGLAS,MD-90-30,142
3129,N939LR,BOMBARDIER INC,CL-600-2D24,95
3130,N939WN,BOEING,737-7H4,140
3131,N940AT,BOEING,717-200,100
3132,N940DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3133,N940UW,BOEING,757-2B7,178
3134,N940WN,BOEING,737-7H4,140
3135,N941DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3136,N941DN,MCDONNELL DOUGLAS,MD-90-30,142
3137,N941FR,AIRBUS,A319-112,100
3138,N941UW,BOEING,757-2B7,178
3139,N941WN,BOEING,737-7H4,140
3140,N942AT,BOEING,717-200,100
3141,N942DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3142,N942LR,BOMBARDIER INC,CL-600-2D24,95
3143,N942WN,BOEING,737-7H4,140
3144,N943AT,BOEING,717-200,100
3145,N943DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3146,N943DN,MCDONNELL DOUGLAS,MD-90-30,142
3147,N943FR,AIRBUS,A319-112,100
3148,N943WN,BOEING,737-7H4,140
3149,N944AT,BOEING,717-200,100
3150,N944DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3151,N944DN,MCDONNELL DOUGLAS,MD-90-30,142
3152,N944UW,EMBRAER,ERJ 190-100 IGW,20
3153,N944WN,BOEING,737-7H4,140
3154,N945AT,BOEING,717-200,100
3155,N945DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3156,N945DN,BOEING,MD-90-30,142
3157,N945UW,EMBRAER,ERJ 190-100 IGW,20
3158,N945WN,BOEING,737-7H4,140
3159,N946AT,BOEING,717-200,100
3160,N946DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3161,N946UW,EMBRAER,ERJ 190-100 IGW,20
3162,N946WN,BOEING,737-7H4,140
3163,N947AT,BOEING,717-200,100
3164,N947DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3165,N947UW,EMBRAER,ERJ 190-100 IGW,20
3166,N947WN,BOEING,737-7H4,140
3167,N948AT,BOEING,717-200,100
3168,N948DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3169,N948FR,AIRBUS,A319-112,100
3170,N948UW,EMBRAER,ERJ 190-100 IGW,20
3171,N948WN,BOEING,737-7H4,140
3172,N949AT,BOEING,717-200,100
3173,N949DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3174,N949UW,EMBRAER,ERJ 190-100 IGW,20
3175,N949WN,BOEING,737-7H4,140
3176,N950AT,BOEING,717-200,100
3177,N950DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3178,N950UW,EMBRAER,ERJ 190-100 IGW,20
3179,N950WN,BOEING,737-7H4,140
3180,N951AT,BOEING,717-200,100
3181,N951DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3182,N951FR,AIRBUS,A319-112,100
3183,N951UW,EMBRAER,ERJ 190-100 IGW,20
3184,N951WN,BOEING,737-7H4,140
3185,N952AT,BOEING,717-200,100
3186,N952DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3187,N952FR,AIRBUS,A319-112,100
3188,N952UW,EMBRAER,ERJ 190-100 IGW,20
3189,N952WN,BOEING,737-7H4,140
3190,N953AT,BOEING,717-200,100
3191,N953DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3192,N953DN,MCDONNELL DOUGLAS,MD-90-30,142
3193,N953FR,AIRBUS,A319-112,100
3194,N953UW,EMBRAER,ERJ 190-100 IGW,20
3195,N953WN,BOEING,737-7H4,140
3196,N954AT,BOEING,717-200,100
3197,N954DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3198,N954UW,EMBRAER,ERJ 190-100 IGW,20
3199,N954WN,BOEING,737-7H4,140
3200,N955AT,BOEING,717-200,100
3201,N955DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3202,N955DN,MCDONNELL DOUGLAS,MD-90-30,142
3203,N955UW,EMBRAER,ERJ 190-100 IGW,20
3204,N955WN,BOEING,737-7H4,140
3205,N956AT,BOEING,717-200,100
3206,N956DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3207,N956DN,MCDONNELL DOUGLAS,MD-90-30,142
3208,N956LR,BOMBARDIER INC,CL-600-2D24,95
3209,N956UW,EMBRAER,ERJ 190-100 IGW,20
3210,N956WN,BOEING,737-7H4,140
3211,N957AT,BOEING,717-200,100
3212,N957DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3213,N957DN,MCDONNELL DOUGLAS,MD-90-30,142
3214,N957UW,EMBRAER,ERJ 190-100 IGW,20
3215,N957WN,BOEING,737-7H4,140
3216,N958AT,BOEING,717-200,100
3217,N958DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3218,N958DN,MCDONNELL DOUGLAS,MD-90-30,142
3219,N958UW,EMBRAER,ERJ 190-100 IGW,20
3220,N958WN,BOEING,737-7H4,140
3221,N959AT,BOEING,717-200,100
3222,N959DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3223,N959DN,BOEING,MD-90-30,142
3224,N959UW,EMBRAER,ERJ 190-100 IGW,20
3225,N959WN,BOEING,737-7H4,140
3226,N960AT,BOEING,717-200,100
3227,N960DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3228,N960DN,BOEING,MD-90-30,142
3229,N960WN,BOEING,737-7H4,140
3230,N961AT,BOEING,717-200,100
3231,N961DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3232,N961DN,BOEING,MD-90-30,142
3233,N961UW,EMBRAER,ERJ 190-100 IGW,20
3234,N961WN,BOEING,737-7H4,140
3235,N962DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3236,N962DN,BOEING,MD-90-30,142
3237,N962WN,BOEING,737-7H4,140
3238,N963AT,BOEING,717-200,100
3239,N963DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3240,N963DN,BOEING,MD-90-30,142
3241,N963UW,EMBRAER,ERJ 190-100 IGW,20
3242,N963WN,BOEING,737-7H4,140
3243,N964AT,BOEING,717-200,100
3244,N964DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3245,N964DN,BOEING,MD-90-30,142
3246,N964WN,BOEING,737-7H4,140
3247,N965AT,BOEING,717-200,100
3248,N965DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3249,N965DN,BOEING,MD-90-30,142
3250,N965UW,EMBRAER,ERJ 190-100 IGW,20
3251,N965WN,BOEING,737-7H4,140
3252,N966AT,BOEING,717-200,100
3253,N966DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3254,N966WN,BOEING,737-7H4,140
3255,N967AT,BOEING,717-200,100
3256,N967DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3257,N967UW,EMBRAER,ERJ 190-100 IGW,20
3258,N967WN,BOEING,737-7H4,140
3259,N968AT,BOEING,717-200,100
3260,N968DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3261,N968WN,BOEING,737-7H4,140
3262,N969AT,BOEING,717-200,100
3263,N969DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3264,N969WN,BOEING,737-7H4,140
3265,N970AT,BOEING,717-200,100
3266,N970DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3267,N971AT,BOEING,717-200,100
3268,N971DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3269,N972AT,BOEING,717-200,100
3270,N972DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3271,N973DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3272,N974AT,BOEING,717-200,100
3273,N974DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3274,N975AT,BOEING,717-200,100
3275,N975DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3276,N976DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3277,N977AT,BOEING,717-200,100
3278,N977DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3279,N978AT,BOEING,717-200,100
3280,N978DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3281,N978SW,BOMBARDIER INC,CL-600-2B19,55
3282,N979AT,BOEING,717-200,100
3283,N979DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3284,N980AT,BOEING,717-200,100
3285,N980DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3286,N981AT,BOEING,717-200,100
3287,N981DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3288,N982AT,BOEING,717-200,100
3289,N982DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3290,N983AT,BOEING,717-200,100
3291,N983DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3292,N984DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3293,N985AT,BOEING,717-200,100
3294,N985DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3295,N986AT,BOEING,717-200,100
3296,N986DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3297,N987AT,BOEING,717-200,100
3298,N987DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3299,N988AT,BOEING,717-200,100
3300,N988DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3301,N989AT,BOEING,717-200,100
3302,N989DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3303,N990AT,BOEING,717-200,100
3304,N990DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3305,N991AT,BOEING,717-200,100
3306,N991DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3307,N992AT,BOEING,717-200,100
3308,N992DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3309,N993AT,BOEING,717-200,100
3310,N993DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3311,N994AT,BOEING,717-200,100
3312,N994DL,MCDONNELL DOUGLAS CORPORATION,MD-88,142
3313,N995AT,BOEING,717-200,100
3314,N995DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3315,N996AT,BOEING,717-200,100
3316,N996DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3317,N997AT,BOEING,717-200,100
3318,N997DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
3319,N998AT,BOEING,717-200,100
3320,N998DL,MCDONNELL DOUGLAS CORPORATION,MD-88,142
3321,N999DN,MCDONNELL DOUGLAS CORPORATION,MD-88,142
